Classification,classID
"ACTUATOR, THERMOSTATIC",488
"ACTUATOR, VALVE BODY",488
"ACTUATOR, VALVE ELECTRIC",488
"ACTUATOR, VALVE PNEUMATIC",488
"ACTUATOR, ZONE VALVE",488
ADAPTOR,488
"ADAPTOR, ABRASIVE WHEEL",488
"ADAPTOR, BEARING",488
"ADAPTOR, BRASS",488
"ADAPTOR, CALIBRATION",488
"ADAPTOR, CARBON STEEL",488
"ADAPTOR, COMMUNICATION",488
"ADAPTOR, COPPER",488
"ADAPTOR, DIN RAIL",488
"ADAPTOR, FAUCET",488
"ADAPTOR, HEX NUT",488
"ADAPTOR, HYDRANT",488
"ADAPTOR, IMPACT SOCKET",488
"ADAPTOR, LAPTOP",488
"ADAPTOR, PIPE",488
"ADAPTOR, PLUG",488
"ADAPTOR, PLUMBING",488
"ADAPTOR, PLUMBING, SANITARY",488
"ADAPTOR, POWER",488
"ADAPTOR, POWER TRANSMISSION",488
"ADAPTOR, PVC",488
"ADAPTOR, SHAFT",488
"ADAPTOR, SOCKET",488
"ADAPTOR, SPOOL",488
"ADAPTOR, SPOOL, SANITARY",488
"ADAPTOR, STAINLESS STEEL",488
"ADAPTOR, TAP",488
"ADAPTOR, WELDING GUN",488
"ADDITIVE, AUTOMOTIVE MECHANICAL",488
"ADDITIVE, PAINT",488
ADHESIVE,488
"ADHESIVE, EPOXY",488
"ADHESIVE, EPOXY, FOOD GRADE",488
"ADHESIVE, FOOD GRADE",488
"ADHESIVE, GLUE",488
"ADHESIVE, GLUE, FOOD GRADE",488
"ADHESIVE, HOT MELT",488
"ADHESIVE, INSTANT",488
"ADHESIVE, KIT",488
"ADHESIVE, SPRAY",488
ADJUSTER,488
AERATOR,488
AEROSOL DUSTERS,488
AFTERCOOLER,488
AGAR,488
"AGENT, MOLD RELEASE",488
"AGENT, MOLD RELEASE, FOOD GRADE",488
AGITATOR,488
"AGITATOR, FOOD GRADE",488
AIR CIRCULATOR,488
"AIR CONDITIONER, ELECTRIC/ELECTRONIC CABINET",488
"AIR CONDITIONER, HEAT PUMP",488
"AIR CONDITIONER, PACKAGED TERMINAL",488
"AIR CONDITIONER, PORTABLE",488
"AIR CONDITIONER, WALL",488
"AIR CONDITIONER, WINDOW",488
AIR CURTAIN,488
AIR DIFUSER,488
AIR FRESHENER,488
AIR HANDLER,488
"AIR HANDLER, HIGH VELOCITY",488
"AIRLINE, RESPIRATORY",488
ALARM,488
"ALARM, EXIT DOOR",488
"ALARM, OIL SWITCH",488
"ALARM, SMOKE AND CARBON MONOXIDE",488
"ALARM, TEMPERATURE",488
"ALARM, WIRELESS",488
"ALIGNMENT TOOL, FLANGE",488
"ALLOY, BRAZING",488
AMMETER,488
"AMMETER, CLAMP ON",488
AMPLIFIER,488
"AMPLIFIER, AIR",488
"AMPLIFIER, ELECTRONIC",488
"AMPLIFIER, FIRE ALARM",488
"AMPLIFIER, OPTICAL",488
"ANALYZER, COMBUSTION",488
"ANALYZER, CONDUCTIVITY",488
"ANALYZER, GAS",488
"ANALYZER, INDOOR AIR",488
"ANALYZER, MOISTURE",488
"ANALYZER, SPECTRUM",488
"ANCHOR, ADHESIVE",488
"ANCHOR, CONCRETE",488
"ANCHOR, DROP-IN",488
"ANCHOR, PIN",488
"ANCHOR, ROOFING",488
"ANCHOR, SLEEVE",488
"ANCHOR, SPECIALTY",488
"ANCHOR, SPRING",488
"ANCHOR, STEEL",488
"ANCHOR, STUD",488
"ANCHOR, WALLBOARD",488
"ANCHOR, WEDGE",488
ANEMOMETER,488
"ANGLE STOCK, ALUMINUM",488
"ANGLE STOCK, CARBON STEEL",488
"ANGLE STOCK, PLASTIC",488
"ANGLE STOCK, STAINLESS STEEL",488
ANNUNCIATOR,488
"ANODE, PLUMBING",488
ANTENNA,488
ANTI-SEIZE COMPOUND,488
"ANTI-SEIZE COMPOUND, FOOD GRADE",488
ANTIFREEZE,488
ANTISTATIC SYSTEM,488
ANVIL,488
"APPARATUS, BREATHING",488
"APPLIANCE, DISHWASHER",488
"APPLIANCE, MICROWAVE OVEN",488
"APPLIANCE, STOVE",488
"APPLIANCE, TOASTER",488
APPLICATOR,488
"APPLICATOR, EPOXY",488
"APPLICATOR, LABEL",488
"APPLICATOR, PAD",488
"APPLICATOR, PAINT",488
"APPLICATOR, STRIPING",488
"APPLICATOR, SWAB",488
APRON,488
"APRON, CHEMICAL RESISTANT",488
"APRON, FLAME RESISTANT",488
"APRON, WELDING",488
ARBOR,488
"ARBOR, HOLE SAW",488
"ARM, COMPUTER MONITOR",488
"ARM, DOOR CLOSER",488
"ARM, FUME EXTRACTOR",488
"ARM, SWING CLAMP",488
"ARM, TENSIONER",488
"ARM, WASTE",488
ARMATURE,488
"ARMATURE, BRAKE",488
"ARMATURE, SOLENOID VALVE",488
"ARRESTER, FLAME",488
"ARRESTER, WATER HAMMER",488
"ARRESTOR, FLASHBACK",488
"ARROW, PIPE MARKING",488
"ASSEMBLY, ACTUATOR",488
"ASSEMBLY, ANTISTATIC HEEL",488
"ASSEMBLY, BACKSTOP",488
"ASSEMBLY, BEARING",488
"ASSEMBLY, BRAKE AND CLUTCH",488
"ASSEMBLY, COILED HOSE",488
"ASSEMBLY, CONTACT ARM",488
"ASSEMBLY, FACESHIELD",488
"ASSEMBLY, FILTER",488
"ASSEMBLY, FIRE HOSE",488
"ASSEMBLY, FLOAT VALVE",488
"ASSEMBLY, HOSE, FOOD GRADE",488
"ASSEMBLY, HYDRAULIC HOSE",488
"ASSEMBLY, HYDRAULIC HOSE, SANITARY",488
"ASSEMBLY, HYDRAULIC HP HOSE",488
"ASSEMBLY, IGNITION CABLE",488
"ASSEMBLY, MAGNET",488
"ASSEMBLY, POWER DISTRIBUTION",488
"ASSEMBLY, ROTARY FLAP PEEN",488
"ASSEMBLY, SHAFT",488
"ASSEMBLY, SLIDE",488
"ASSEMBLY, STAINLESS STEEL HOSE",488
"ASSEMBLY, THERMOCOUPLE",488
"ASSEMBLY, TOWER LIGHT",488
"ASSORTMENT, FASTENER",488
"ASSORTMENT, HOSE CLAMP",488
"ASSORTMENT, KEY STOCK",488
"ASSORTMENT, NIPPLE",488
"ASSORTMENT, PREFORMED PACKING",488
"ASSORTMENT, SHIM STOCK",488
"ASSORTMENT, SPRING",488
"ASSORTMENT, WASHERS",488
"ATTACHMENT, DRILL",488
"ATTACHMENT, GRINDING",488
"ATTACHMENT, MIXER",488
"ATTACHMENT, ROLLER CHAIN",488
"ATTACHMENT, VACUUM",488
"ATTACHMENT, WELDING",488
ATTENUATOR,488
AUGER,488
"AWL, SCRATCH",488
AXE,488
AXLE,488
BACK PLATE,488
BACKFLOW PREVENTER,488
BACKPACK,488
BACKPLANE,488
"BACKUP PAD, DISC",488
BAFFLE,488
"BAG, BULK",488
"BAG, DRAWSTRING",488
"BAG, FOOD SERVICE",488
"BAG, GLOVES",488
"BAG, HAZARDOUS WASTE",488
"BAG, MATTRESS",488
"BAG, RECLOSABLE",488
"BAG, RECLOSABLE, FOOD GRADE",488
"BAG, SAMPLING",488
"BAG, SAND",488
"BAG, SHREDDER",488
"BAG, SHRINK WRAP",488
"BAG, STORAGE",488
"BAG, TOOL",488
"BAG, TRASH",488
"BAG, TRASH, COMPOSTABLE",488
"BAG, TRASH, DRAWSTRING",488
"BAG, TRASH, RECYCLED",488
"BAG, TREE WATERING",488
"BAG, UMBRELLA",488
"BAG, VACUUM CLEANER",488
"BAG, VACUUM SEALER",488
"BAGS, PACKAGING",488
"BAGS, PACKAGING, FOOD GRADE",488
"BALACLAVA, WELDING",488
"BALANCER, TOOL",488
BALL,488
"BALL NUT, PRECISION",488
"BALL, BEARING",488
"BALL, FLOAT",488
"BALLAST, CFL",488
"BALLAST, DIMMING",488
"BALLAST, ELECTRONIC",488
"BALLAST, LIGHT",488
"BALLAST, MAGNETIC",488
"BALLAST, SIGN",488
BAND,488
"BAND FILE, ELECTRIC",488
"BAND SAW, CORDLESS",488
"BAND SAW, PORTABLE",488
"BAND, HEARING",488
"BAND, IDENTIFICATION",488
"BAND, SHRINK WRAP",488
"BAND, SPIRAL",488
"BAND, SWEAT",488
"BANDAGE, ADHESIVE",488
"BANDAGE, SPRAY",488
"BANDS, RUBBER",488
"BANNER AND FLAGS, TRAFFIC",488
"BAR, BREAKER",488
"BAR, PRY/WRECKING",488
"BAR, SAFETY",488
"BAR, TIE",488
BARREL,488
"BARREL, BINDING",488
"BARRICADE, TRAFFIC",488
"BARRIER, DUST",488
"BARRIER, END",488
"BARRIER, FUSE",488
"BARRIER, SAFETY",488
"BARRIER, SAFETY, INTRINSIC",488
"BARRIER, WALL MOUNTED RETRACTABLE",488
BASE,488
BASE STATION,488
"BASE, CHARGE, BLUETOOTH",488
"BASE, CLUTCH",488
"BASE, MOUNTING",488
"BASE, MOUNTING, UNSPECIFIED",488
"BASE, PATIO UMBRELLA",488
"BASE, SENSOR",488
"BASE, TOWER LIGHT",488
"BASE, VALVE",488
"BASE, WALL",488
"BASIN, SUMP",488
"BATH, WATER",488
BATTERY PACK,488
"BATTERY, AUTOMOTIVE",488
"BATTERY, COIN",488
"BATTERY, CORDLESS TOOL",488
"BATTERY, EMERGENCY LIGHTING",488
"BATTERY, LANTERN",488
"BATTERY, LEAD ACID, SEALED",488
"BATTERY, RECHARGEABLE, STANDARD",488
"BATTERY, SPECIALTY",488
"BATTERY, TWO WAY RADIO",488
"BATTERY, UPS",488
BEACON,488
BEAKER,488
BEAM,488
"BEAM, RACK",488
"BEARING, BALL MINIATURE",488
"BEARING, BALL, RADIAL, FOOD GRADE",488
"BEARING, CAM FOLLOWER/TRACK ROLLER, FOOD GRADE",488
"BEARING, COMBINATION",488
"BEARING, FLANGE, FOOD GRADE",488
"BEARING, FOOD GRADE",488
"BEARING, INSERT, FOOD GRADE",488
"BEARING, LINEAR, SLEEVE",488
"BEARING, LINEAR, UNMOUNTED",488
"BEARING, NEEDLE, FOOD GRADE",488
"BEARING, PILLOW BLOCK, FOOD GRADE",488
"BEARING, PLAIN, SLEEVE",488
"BEARING, PLAIN, SPHERICAL",488
"BEARING, SLEEVE, FOOD GRADE",488
"BEARING, THRUST, FOOD GRADE",488
BELLOWS,488
"BELLOWS, FOOD GRADE",488
"BELT KIT, SANDING",488
"BELT, BODY",488
"BELT, CONVEYOR, FOOD GRADE",488
"BELT, FLAT",488
"BELT, POLISHING",488
"BELT, ROUND",488
"BELT, SEAT",488
"BELT, TOOL/WORK",488
"BELT, V, FOOD GRADE",488
"BENCH, CABINET",488
"BENCH, OUTDOOR",488
"BEND, WALL",488
"BENDER AND HANDLE, CONDUIT, MANUAL",488
"BENDER, CONDUIT, MECHANICAL",488
"BENDER, TUBING",488
"BERM, SPILL",488
BEZEL,488
"BEZEL, TERMINAL BOARD",488
"BIBB, HOSE",488
BICYCLES,488
"BIN, BULK STORAGE",488
"BIN, CONDUCTIVE",488
"BIN, DRAWER",488
"BIN, HANG",488
"BIN, HOPPER",488
"BIN, PIGEONHOLE",488
"BIN, TIP-OUT",488
"BINDER, 3-RING",488
"BINDER, LOAD",488
BINOCULARS,488
"BIT AND TAP SET, DRILL",488
BIT SET,488
"BIT SET, DRILL, HEX SHANK",488
"BIT SET, DRILL, PILOT POINT",488
"BIT SET, DRILL, REDUCED SHANK",488
"BIT SET, DRILL, STEP",488
"BIT SET, DRILLING, WOOD",488
"BIT SET, IMPACT",488
"BIT SET, ROUTER",488
"BIT SET, SCREWDRIVER",488
"BIT SET, SELF-FEED, DRILL",488
"BIT SET, SOCKET",488
"BIT, CORING",488
"BIT, DRILL, AIRCRAFT EXTENSION",488
"BIT, DRILL, CERAMIC",488
"BIT, DRILL, DOUBLE END",488
"BIT, DRILL, EXTRA LONG",488
"BIT, DRILL, MECHANICS LENGTH",488
"BIT, DRILL, PILOT POINT",488
"BIT, DRILL, REDUCED SHANK",488
"BIT, DRILL, STEP",488
"BIT, DRILLING, WOOD",488
"BIT, MASONRY",488
"BIT, MOLD",488
"BIT, ROUTER",488
"BIT, SOCKET",488
BLADDER,488
"BLADDER, FOOD GRADE",488
"BLADE DEVICE, STRAIGHT",488
"BLADE, CIRCULAR SAW",488
"BLADE, CONDENSER FAN",488
"BLADE, CUT-OFF",488
"BLADE, DIAMOND SAW",488
"BLADE, FOOD GRADE",488
"BLADE, HACK/COPING SAW",488
"BLADE, JIG SAW",488
"BLADE, POWER HACKSAW",488
"BLADE, PRECISION",488
"BLADE, PRUNING",488
"BLADE, TUBEAXIAL FAN",488
"BLADE, UTILITY KNIFE",488
BLANK,488
"BLANK, KEY",488
BLANKET,488
"BLANKET, EMERGENCY",488
"BLANKET, SHOCK PROTECTION",488
"BLOCK, CONTACT",488
"BLOCK, FUSE",488
"BLOCK, LAMP/CONTACT",488
"BLOCK, POWER DISTRIBUTION",488
"BLOCK, PUSHBUTTON CONTACT",488
"BLOCK, URINAL",488
"BLOCK, V",488
"BLOCK, VALVE",488
"BLOCK, VOICE/DATA WIRING",488
"BLOWER AND VACUUM, GARDEN",488
"BLOWER, AIR",488
"BLOWER, AIR CURTAIN",488
"BLOWER, BRUSHLESS",488
"BLOWER, CENTRIFUGAL",488
"BLOWER, CENTRIFUGAL, SQUARE INLINE",488
"BLOWER, CONFINED SPACE",488
"BLOWER, FORWARD CURVE, DIRECT DRIVE DOUBLE INLET",488
"BLOWER, OEM SPECIALTY",488
"BLOWER, PORTABLE",488
"BLOWER, POSITIVE DISPLACEMENT",488
"BLOWER, REGENERATIVE",488
"BLOWER, SNOW",488
BOARD,488
"BOARD, CALENDER AND PLANNING, DRY ERASE",488
"BOARD, DRY ERASE",488
"BOARD, FURNACE CONTROL",488
"BOARD, INSULATION",488
"BOARD, MICRO",488
"BOARD, STENCIL",488
"BOB, FELT",488
BODY,488
"BODY, COLLET",488
"BODY, OUTLET, EXPLOSION PROOF",488
"BODY, SWITCH",488
BOLLARD,488
"BOLT, BARREL",488
"BOLT, DOOR",488
"BOLT, ELEVATOR",488
"BOLT, J",488
"BOLT, MACHINE, SANITARY",488
"BOLT, PLOW",488
"BOLT, ROD END",488
"BOLT, SHOULDER",488
"BOLT, SIDEWALK",488
"BOLT, SWING",488
"BOLT, T",488
"BOLT, TAP",488
"BOLT, TOGGLE",488
"BONNET, VALVE",488
"BOOK, CODE",488
"BOOK, REFERENCE",488
"BOOK, TALLY",488
BOOSTER,488
"BOOSTER, AIR A/C",488
BOOT,488
"BOOT, CONNECTOR",488
"BOOT, FIRE",488
"BOOT, PVC STEEL TOE",488
"BOOT, RUBBER",488
"BOOT, RUBBER STEEL TOE",488
"BOOTS, SAFETY",488
BORESCOPE,488
"BOTTLE, DISPENSING",488
"BOTTLE, EYE WASH",488
"BOTTLE, SPRAY",488
"BOTTLE, WASH",488
"BOTTOM, DOOR",488
BOWL,488
"BOWL, DISPOSABLE",488
"BOWL, EYEWASH",488
"BOWL, LUBRICATOR",488
"BOWL, TOILET",488
"BOX, BIN",488
"BOX, CASH",488
"BOX, DIVIDER",488
"BOX, ELECTRICAL, HAZARDOUS LOCATION",488
"BOX, FILE",488
"BOX, GROUP LOCKOUT",488
"BOX, JOBSITE",488
"BOX, KEY",488
"BOX, PIPE CONNECTION",488
"BOX, PORTABLE TOOL",488
"BOX, PUSH PLATE",488
"BOX, SENSOR/ACTUATOR",488
"BOX, SUGGESTION",488
BRACKET,488
"BRACKET AND SUPPORT, SHELF",488
"BRACKET, CYLINDER",488
"BRACKET, FIRE EXTINGUISHER",488
"BRACKET, MOTOR MOUNT",488
"BRACKET, PINION",488
"BRACKET, SENSOR",488
"BRACKET, SHAFT EYE",488
"BRACKET, SHELF",488
"BRACKET, SWITCH",488
"BRACKET, WALL MOUNT",488
BRAKE,488
"BRAKE ACCESSORY, DISC",488
"BRAKE ACCESSORY, DRUM",488
BRAKE FLUID,488
"BRAKE, ELECTRIC",488
"BREAKER ACCESSORY, CIRCUIT",488
"BREAKER, VACUUM",488
BREATHER,488
"BRICK, PAVER",488
"BRICK, RUBBING",488
"BRISTLE, BRUSH",488
"BROACH SET, KEYWAY",488
"BROACH, KEYWAY",488
BROOM,488
"BROOM, ANGLE",488
"BROOM, ANGLE, FOOD GRADE",488
"BROOM, LOBBY",488
"BROOM, PUSH",488
BROTH,488
"BRUSH ACCESSORY, HVAC",488
"BRUSH AND HOLDER, TOILET",488
"BRUSH SET, MOTOR",488
"BRUSH, BENCH",488
"BRUSH, BOOT",488
"BRUSH, CAR WASH",488
"BRUSH, COLOR CODED",488
"BRUSH, FOOD GRADE",488
"BRUSH, FOOD SERVICE",488
"BRUSH, HVAC",488
"BRUSH, LABORATORY",488
"BRUSH, MOTOR",488
"BRUSH, PAINT",488
"BRUSH, PIPE/TUBE",488
"BRUSH, SCRATCH",488
"BRUSH, SCRUB",488
"BRUSH, TILE & GROUT",488
"BRUSH, TOILET",488
"BRUSH, TUBING",488
"BRUSH, TUBING, FOOD GRADE",488
"BRUSH, UTILITY",488
"BRUSH, UTILITY, FOOD GRADE",488
"BRUSH, VACUUM",488
"BRUSH, WIRE, SANDER/GRINDER",488
BUBBLE ROLL,488
"BUCKET, CONVEYOR",488
"BUCKET, MACHINE",488
"BUCKET, MOP",488
"BUCKET, PAINT",488
"BUCKET, STEAM TRAP",488
"BUCKLE, STRAPPING",488
"BUFFER, FOOD GRADE",488
"BUFFER, VACUUM",488
"BUG KILLER, ELECTRONIC",488
"BUILDING, SAFETY STORAGE",488
"BUILDING, STORAGE",488
"BULB, FLASHLIGHT",488
BULLETIN BOARD,488
"BULLETIN BOARD, COMBINATION",488
"BULLETIN BOARD, ENCLOSED",488
BUMPER,488
"BUMPER, DOCK",488
"BUMPER, HOSE REEL",488
"BUNDLE, TUBE A/C",488
"BUR SET, CARBIDE",488
BURET,488
BURNER,488
"BURNER, EXPLOSION PROOF",488
BURNISHER,488
BUSBAR,488
"BUSHING, ABS",488
"BUSHING, BLACK IRON",488
"BUSHING, BRASS",488
"BUSHING, BROACH",488
"BUSHING, BRONZE",488
"BUSHING, CAST IRON",488
"BUSHING, CPVC",488
"BUSHING, MALLEABLE IRON",488
"BUSHING, NYLON",488
"BUSHING, PUMP",488
"BUSHING, PVC",488
"BUSHING, REDUCER, POWER TRANSMISSION",488
"BUSHING, REDUCING",488
"BUSHING, STAINLESS STEEL",488
"BUSHING, TAPER LOCK",488
"BUSHING, VALVE",488
"CABINET, AIR CURTAIN",488
"CABINET, BATHROOM",488
"CABINET, BIN",488
"CABINET, BIN, DRAWER",488
"CABINET, COMMUNICATIONS",488
"CABINET, CONFERENCE ROOM",488
"CABINET, CORROSIVE",488
"CABINET, CYLINDER",488
"CABINET, DRAWER, MODULAR",488
"CABINET, FILING",488
"CABINET, FILING, STANDARD",488
"CABINET, FIRE EXTINGUISHER",488
"CABINET, FLAMMABLE",488
"CABINET, INDUSTRIAL",488
"CABINET, KEY",488
"CABINET, MEDICAL",488
"CABINET, MOBILE SERVICE",488
"CABINET, PESTICIDE",488
"CABINET, ROLLING TOOL",488
"CABINET, SAFETY COMBINATION",488
"CABINET, WALL",488
"CABINET, WORK TABLE",488
"CABLE, BATTERY",488
"CABLE, BULK, MULTI-PAIR/MULTI-CONDUCTOR",488
"CABLE, COAXIAL",488
"CABLE, COMPUTER",488
"CABLE, CONTROL",488
"CABLE, DATA/LAN",488
"CABLE, ELECTRICAL",488
"CABLE, HEATING",488
"CABLE, INSTRUMENTATION",488
"CABLE, JUMPER",488
"CABLE, PHOTOELECTRIC SENSOR",488
"CABLE, RIBBON",488
"CABLE, THERMOSTAT",488
"CABLE, TRAY",488
"CABLE, USB",488
"CABLE, WELDING",488
"CABLE, WINCH",488
"CADDIE, FUEL",488
CAGE,488
"CAGE, LADDER SAFETY",488
CALCULATOR,488
CALENDAR,488
"CALIBRATOR, PRESSURE",488
"CALIBRATOR, PROCESS",488
"CALIPER, DIAL",488
"CALIPER, DIGITAL",488
"CALIPER, MACHINE BRAKE",488
"CALIPER, SPRING",488
"CALL, ASSITANCE DEVICE",488
CAM FOLLOWER,488
"CAMERA, TV",488
"CAN, BENCH",488
"CAN, DISPOSAL",488
"CAN, FUEL",488
"CAN, LABORATORY",488
"CAN, METAL / PAINT",488
"CAN, PLUNGER",488
"CAN, SAFETY, TYPE I",488
"CAN, SAFETY, TYPE II",488
"CAN, WASTE, BIOHAZARD",488
"CAN, WASTE, HPLC",488
"CAN, WASTE, OIL",488
CANISTER,488
"CANISTER, A/C",488
"CANISTER, GAS MASK",488
CANOPY,488
"CAP & EXTENSION, TIRE VALVE",488
"CAP, ABS",488
"CAP, BRONZE",488
"CAP, BUMP",488
"CAP, DUST",488
"CAP, DUST, SANITARY",488
"CAP, END",488
"CAP, END, SANITARY",488
"CAP, FURNITURE",488
"CAP, GREASE FITTING",488
"CAP, MAGNETIC JAW",488
"CAP, MALLEABLE IRON",488
"CAP, NOZZLE",488
"CAP, PIPE",488
"CAP, PRESSURE GAUGE",488
"CAP, PUSHBUTTON",488
"CAP, PVC",488
"CAP, RADIATOR",488
"CAP, RECEPTACLE",488
"CAP, RESILIENT",488
"CAP, SCREW",488
"CAP, STAINLESS STEEL",488
"CAP, STAINLESS STEEL, SANITARY",488
"CAP, VALVE",488
"CAP, VENTING",488
CARABINER,488
CARBOY,488
"CARD, INDEX",488
"CARD, MEMORY",488
"CARD, PRINTING",488
"CARD, TEST",488
CARRIAGE,488
"CARRIAGE AND SLIDE, LINEAR GUIDE",488
CARRIER,488
"CARRIER, CABLE",488
"CARRIER, HOSE/CABLE",488
"CART, FOOD",488
"CART, HOUSEKEEPING",488
"CART, LADDER",488
"CART, LAUNDRY",488
"CART, SCISSOR LIFT",488
"CART, SERVICE, ENCLOSED",488
"CART, STRAPPING",488
"CART, TOOL",488
"CART, UTILITY, PLASTIC",488
"CART, WIRE SPOOL",488
CARTRIDGE,488
"CARTRIDGE, FAUCET",488
"CARTRIDGE, RESPIRATOR",488
"CARTRIDGE, RIBBON",488
"CARTRIDGE, SMOKE EMITTER",488
"CASE, BATTERY",488
"CASE, CARRYING",488
"CASE, GAS DETECTOR",488
"CASE, LAPTOP",488
"CASE, PROTECTOR",488
"CASE, PUMP GEAR",488
"CASE, TEST INSTRUMENT",488
"CASE, TOOL HOLDER",488
"CASE, TWO WAY RADIO",488
"CASING, CONVEYOR ",488
"CASING, PUMP",488
"CASING, PUMP, SANITARY",488
CASSETTE,488
"CASTER, DUAL WHEEL",488
"CASTER, LOCKING",488
"CASTER, PLATE, FOOD GRADE",488
"CASTER, PNEUMATIC",488
"CASTER, SWIVEL",488
"CASTER, SWIVEL, FOOD GRADE",488
"CASTER, TWIN WHEEL",488
CATCH,488
CAULK,488
"CAULK, FIRESTOP",488
"CAULK, FOOD GRADE",488
CELL,488
"CELL, CONDUCTIVITY",488
"CELL, LOAD",488
"CELL, LOAD, SANITARY",488
CEMENT,488
"CEMENT, CONTACT",488
CENTRIFUGE,488
CHAIN,488
"CHAIN AND CABLE, TOWING",488
"CHAIN HOIST, AIR",488
"CHAIN, CONVEYOR",488
"CHAIN, CONVEYOR, FOOD GRADE",488
"CHAIN, JACK",488
"CHAIR, BATHROOM SAFETY",488
"CHAIR, OFFICE",488
"CHAIR, STACKABLE",488
"CHAIR, TASK",488
CHALK,488
"CHALK AND REFILL, MARKING",488
CHAMBER,488
"CHAMBER, BURNER",488
"CHANGER, AUTO SAMPLE",488
"CHANGER, LAMP",488
"CHANNEL STOCK, U-SHAPED, PLASTIC",488
"CHANNEL, STRUT",488
"CHANNELIZER, TRAFFIC",488
"CHARGER, BATTERY",488
"CHARGER, BATTERY, GAS DETECTOR",488
"CHARGER, FLASHLIGHT",488
"CHARGER, PORTABLE DEVICE",488
"CHART RECORDER, CIRCULAR",488
"CHART, CIRCULAR",488
"CHASER, THREAD",488
CHASSIS,488
"CHEMICAL, CARPET CLEANING",488
"CHEMICAL, DRAIN CLEANER",488
"CHEMICAL, FLOOR CARE",488
"CHEMICAL, LABORATORY, FOOD GRADE",488
"CHEMICAL, NEUTRALIZER",488
"CHEMICAL, SPA",488
"CHEMICAL, SYSTEM",488
"CHEMICAL, WATER TREATMENT",488
"CHEMICAL, WATER TREATMENT, FOOD GRADE",488
"CHEST AND BOX, PARTS",488
"CHEST, TOP",488
"CHILLER, WATER",488
"CHISEL, COLD",488
"CHISEL, POWER HAMMER",488
"CHISEL, WOOD",488
"CHLORINE, WATER TREATMENT",488
"CHOCK, WHEEL",488
"CHOKE, ELECTRICAL",488
"CHOPPER, ICE",488
CHUCK,488
"CHUCK, DRILL",488
"CHUCK, SANITARY",488
CHUTE,488
"CLAMP AND SUPPORT, LABORATORY",488
"CLAMP, ANGLE",488
"CLAMP, BAND, HOSE",488
"CLAMP, BAR",488
"CLAMP, BATTERY",488
"CLAMP, BEAM",488
"CLAMP, C",488
"CLAMP, CABLE",488
"CLAMP, EAR",488
"CLAMP, END",488
"CLAMP, GROUNDING",488
"CLAMP, LOCKING",488
"CLAMP, PIPE",488
"CLAMP, PIPE, HAND TOOL",488
"CLAMP, PIPE, SANITARY",488
"CLAMP, REPAIR",488
"CLAMP, REPAIR, SANITARY",488
"CLAMP, RUPTURE DISC",488
"CLAMP, SANITARY",488
"CLAMP, SPRING",488
"CLAMP, STRAIGHT LINE",488
"CLAMP, TOGGLE, HORIZONTAL HANDLE",488
"CLAMP, TOGGLE, VERTICAL HANDLE",488
"CLAMP, TUBE",488
"CLAMP, WHEEL, AUTOMOTIVE",488
"CLAMP, WIRE ROPE",488
"CLAMP, WORM GEAR",488
"CLEANER AND DEGREASER, AUTOMOTIVE",488
"CLEANER, AIR",488
"CLEANER, AUTOMOTIVE",488
"CLEANER, BATHROOM",488
"CLEANER, CEMENT",488
"CLEANER, CONCRETE",488
"CLEANER, CONTACT",488
"CLEANER, DRAIN, MANUAL",488
"CLEANER, DRY ERASE BOARD",488
"CLEANER, FOOD GRADE",488
"CLEANER, GLASS",488
"CLEANER, GLASS, FOOD GRADE",488
"CLEANER, HAND",488
"CLEANER, HAND, FOOD GRADE",488
"CLEANER, OVEN",488
"CLEANER, PARTS",488
"CLEANER, PARTS WASHER",488
"CLEANER, SPECIALTY",488
"CLEANER, SPECIALTY, FOOD GRADE",488
"CLEANER, TOILET BOWL",488
"CLEANER, ULTRASONIC, LABORATORY",488
"CLEANER, VACUUM, BACKPACK",488
"CLEANER, VACUUM, PNEUMATIC",488
"CLEANER, VACUUM, PORTABLE",488
"CLEANER, VACUUM, UPRIGHT",488
"CLEANING, RESPIRATORY",488
CLEVIS,488
"CLEVIS, CYLINDER END",488
CLIP,488
"CLIP, BELT, RADIO",488
"CLIP, BINDER",488
"CLIP, CONVEYOR BELT",488
"CLIP, ELECTRICAL",488
"CLIP, FUSE",488
"CLIP, GLOVE HOLDER",488
"CLIP, PANEL HOLDING, FILTER",488
"CLIP, PAPER",488
"CLIP, SPRING",488
"CLIP, WIRE ROPE",488
CLIPBOARD,488
CLOCK,488
"CLOCK, TIME",488
CLOSER,488
"CLOSER, DOOR",488
"CLOSURE, LABORATORY",488
CLOTH,488
"CLOTH, DROP",488
"CLOTH, MICROFIBER",488
"CLUTCH, FRICTION",488
"COAT, ARC FLASH",488
"COAT, HIGH VISIBILITY",488
"COAT, WELDING",488
"COATING, FLOOR",488
"COATING, HEAT RESISTANT",488
"COATING, PIPE",488
"COATING, SPECIALTY",488
"COATING, SPECIALTY, FOOD GRADE",488
"COATING, TRUCK BED",488
"COCK, AIR",488
"COCK, DRAIN",488
"COCK, STOP",488
COFFEE MAKER,488
COIL,488
"COIL, ELECTRICAL",488
"COIL, HEATING/COOLING",488
"COIL, SOLENOID",488
"COIL, SOLENOID VALVE",488
"COIL, SOLENOID, HEAT PUMP",488
COLD PACK,488
COLLAR,488
"COLLAR, CERVICAL",488
